DATE,AWND,PRCP,SNOW,SNWD,TMAX,TMIN
11/13/2016,5.37,0,0,0,61,41
11/14/2016,3.58,0,0,0,62,46
11/15/2016,5.59,1.81,0,0,56,47
11/16/2016,4.03,0,0,0,61,45
11/17/2016,4.25,0,0,0,61,49
11/18/2016,2.46,0,0,0,64,44
11/19/2016,4.92,0.25,0,0,63,37
11/20/2016,10.29,0.31,0,0,42,34
11/21/2016,13.2,0,0,0,41,36
11/22/2016,9.62,0,0,0,41,37
11/23/2016,4.92,0,0,0,45,35
11/24/2016,4.47,0.03,0,0,48,38
11/25/2016,2.01,0.02,0,0,54,45
11/26/2016,4.47,0,0,0,50,40
11/27/2016,4.7,0,0,0,50,39
11/28/2016,3.36,0,0,0,52,38
11/29/2016,4.92,2.2,0,0,60,51
11/30/2016,6.26,0.73,0,0,58,50
12/1/2016,7.61,0.07,0,0,54,42
12/2/2016,8.72,0,0,0,51,40
12/3/2016,8.72,0,0,0,47,41
12/4/2016,4.92,0,0,0,47,39
12/5/2016,5.59,0.19,0,0,49,38
12/6/2016,5.37,0.35,0,0,46,37
12/7/2016,3.8,0.09,0,0,46,40
12/8/2016,,0,0,0,45,35
12/9/2016,,0,0,0,39,29
12/10/2016,6.04,0,0,0,35,28
12/11/2016,4.03,0.03,0.4,0,35,28
12/12/2016,6.26,0.5,0,0,46,34
12/13/2016,4.03,0,0,0,43,35
12/14/2016,5.59,0,0,0,42,34
12/15/2016,10.96,0,0,0,34,19
12/16/2016,6.04,0,0,0,27,17
12/17/2016,4.25,0.73,2.8,2,39,24
12/18/2016,7.38,0.04,0,1,58,31
12/19/2016,6.71,0,0,0,31,23
12/20/2016,3.13,0,0,0,33,20
12/21/2016,2.91,0,0,0,40,30
12/22/2016,6.26,0,0,0,49,37
12/23/2016,6.49,0,0,0,47,38
12/24/2016,4.92,0.47,0,0,47,38
12/25/2016,6.26,0,0,0,50,36
12/26/2016,6.49,0.02,0,0,50,33
12/27/2016,7.16,0,0,0,60,40
12/28/2016,5.14,0,0,0,40,34
12/29/2016,5.37,0.39,0,0,46,33
12/30/2016,9.4,0.01,0,0,40,33
12/31/2016,6.93,0,0,0,44,31
1/1/2017,5.59,0,0,0,48,40
1/2/2017,9.17,0.21,0,0,41,37
1/3/2017,10.74,0.58,0,0,43,39
1/4/2017,8.05,0,0,0,52,34
1/5/2017,7.83,0,0,0,34,27
1/6/2017,4.7,0.05,1.2,1,33,25
1/7/2017,7.61,0.32,5.1,0,26,20
1/8/2017,8.72,0,0,4,25,16
1/9/2017,5.14,0,0,3,23,14
1/10/2017,4.7,0,0,3,46,21
1/11/2017,5.82,0.52,0,0,52,42
1/12/2017,7.61,0.05,0,0,66,47
1/13/2017,7.16,0,0,0,62,32
1/14/2017,4.25,0.12,0.6,0,34,28
1/15/2017,4.25,0,0,1,38,30
1/16/2017,4.7,0,0,0,43,30
1/17/2017,4.92,0.35,0,0,42,38
1/18/2017,5.82,0.06,0,0,41,38
1/19/2017,3.58,0,0,0,49,39
1/20/2017,4.03,0.1,0,0,45,40
1/21/2017,3.8,0,0,0,49,41
1/22/2017,6.71,0.05,0,0,48,43
1/23/2017,18.34,1.16,0,0,44,36
1/24/2017,10.07,1.18,0,0,38,35
1/25/2017,6.71,0,0,0,51,36
1/26/2017,6.71,0.02,0,0,56,43
1/27/2017,8.95,0,0,0,43,36
1/28/2017,7.83,0,0,0,39,34
1/29/2017,5.82,0,0,0,43,35
1/30/2017,6.26,0,0,0,37,30
1/31/2017,4.03,0.06,1,0,34,26
2/1/2017,5.82,0,0,0,47,33
2/2/2017,5.37,0,0,0,45,32
2/3/2017,6.71,0,0,0,33,26
2/4/2017,8.5,0,0,0,34,22
2/5/2017,7.16,0,0,0,43,31
2/6/2017,5.14,0,0,0,49,36
2/7/2017,6.71,0.27,0,0,42,36
2/8/2017,4.7,0.03,0,0,62,38
2/9/2017,12.3,1.16,9.4,2,44,19
2/10/2017,8.5,0,0,8,32,19
2/11/2017,4.03,0,0,5,48,30
2/12/2017,7.16,0.46,0,2,40,30
2/13/2017,12.3,0.02,0,2,39,31
2/14/2017,5.37,0,0,2,41,28
2/15/2017,6.49,0,0,0,47,35
2/16/2017,10.51,0,0,0,35,28
2/17/2017,8.5,0,0,0,41,26
2/18/2017,5.82,0,0,0,63,35
2/19/2017,5.59,0,0,0,65,53
2/20/2017,7.38,0,0,0,55,39
2/21/2017,5.82,0,0,0,47,34
2/22/2017,2.91,0,0,0,57,42
2/23/2017,3.58,0,0,0,65,44
2/24/2017,6.04,0,0,0,70,58
2/25/2017,6.71,0.54,0,0,63,44
2/26/2017,8.95,0,0,0,44,36
2/27/2017,5.59,0,0,0,54,35
2/28/2017,4.03,0,0,0,59,47
3/1/2017,6.04,0.12,0,0,70,54
3/2/2017,11.41,0,0,0,64,35
3/3/2017,8.28,0,0,0,39,24
3/4/2017,8.95,0,0,0,30,17
3/5/2017,5.37,0,0,0,37,14
3/6/2017,3.36,0,0,0,45,26
3/7/2017,4.25,0.1,0,0,56,42
3/8/2017,7.61,0.02,0,0,59,47
3/9/2017,8.72,0,0,0,61,47
3/10/2017,7.61,0.31,2.1,0,47,23
3/11/2017,9.62,0,0,1,29,17
3/12/2017,8.95,0,0,0,29,19
3/13/2017,4.47,0,0,0,36,20
3/14/2017,13.42,1.97,7.6,4,32,21
3/15/2017,11.63,0,0,6,26,20
3/16/2017,7.83,0,0,5,39,24
3/17/2017,6.49,0,0,4,47,29
3/18/2017,8.72,0.08,0,3,39,34
3/19/2017,8.28,0,0,3,47,34
3/20/2017,5.14,0,0,0,52,33
3/21/2017,4.03,0,0,0,59,42
3/22/2017,11.41,0,0,0,50,24
3/23/2017,4.92,0,0,0,42,23
3/24/2017,6.26,0,0,0,57,36
3/25/2017,6.71,0.01,0,0,62,42
3/26/2017,8.28,0.14,0,0,42,37
3/27/2017,4.25,0.26,0,0,53,37
3/28/2017,5.82,0.72,0,0,46,41
3/29/2017,7.83,0,0,0,60,42
3/30/2017,5.82,0.01,0,0,52,38
3/31/2017,10.29,1.51,0,0,43,37
4/1/2017,7.61,0,0,0,48,37
4/2/2017,5.37,0,0,0,63,40
4/3/2017,4.92,0.03,0,0,63,48
4/4/2017,6.93,1.18,0,0,51,45
4/5/2017,3.36,0,0,0,65,45
4/6/2017,9.17,0.73,0,0,53,40
4/7/2017,10.51,0,0,0,51,40
4/8/2017,8.28,0,0,0,57,40
4/9/2017,4.92,0,0,0,67,45
4/10/2017,6.04,0,0,0,74,53
4/11/2017,5.59,0,0,0,80,61
4/12/2017,2.91,0.02,0,0,76,58
4/13/2017,5.14,0,0,0,65,48
4/14/2017,3.8,0,0,0,66,48
4/15/2017,5.59,0,0,0,65,51
4/16/2017,7.38,0,0,0,87,59
4/17/2017,6.71,0,0,0,74,58
4/18/2017,6.93,0,0,0,65,47
4/19/2017,5.59,0,0,0,54,45
4/20/2017,4.03,0.17,0,0,66,50
4/21/2017,7.38,0.29,0,0,53,48
4/22/2017,3.58,0.11,0,0,57,49
4/23/2017,4.92,0,0,0,66,46
4/24/2017,3.58,0,0,0,60,48
4/25/2017,13.2,0.91,0,0,54,49
4/26/2017,4.92,0.34,0,0,60,53
4/27/2017,2.91,0,0,0,70,57
4/28/2017,3.13,0,0,0,85,58
4/29/2017,5.14,0.06,0,0,85,64
4/30/2017,6.71,0,0,0,67,52
5/1/2017,5.14,0,0,0,74,49
5/2/2017,7.83,0,0,0,75,62
5/3/2017,8.28,0,0,0,65,51
5/4/2017,5.37,0,0,0,64,47
5/5/2017,6.49,3.02,0,0,59,51
5/6/2017,6.04,0.18,0,0,67,52
5/7/2017,5.59,0.01,0,0,56,47
5/8/2017,5.82,0,0,0,57,44
5/9/2017,4.47,0,0,0,63,47
5/10/2017,3.36,0,0,0,63,49
5/11/2017,3.58,0,0,0,62,51
5/12/2017,4.03,0,0,0,65,48
5/13/2017,7.61,1.61,0,0,53,45
5/14/2017,5.37,0.02,0,0,67,46
5/15/2017,8.95,0,0,0,68,53
5/16/2017,4.25,0,0,0,79,56
5/17/2017,5.59,0,0,0,90,65
5/18/2017,5.59,0,0,0,92,75
5/19/2017,6.26,0,0,0,91,66
5/20/2017,4.03,0.01,0,0,65,55
5/21/2017,4.03,0,0,0,69,52
5/22/2017,2.68,0.59,0,0,61,53
5/23/2017,2.24,0,0,0,69,56
5/24/2017,4.92,0.04,0,0,69,56
5/25/2017,8.05,0.58,0,0,59,56
5/26/2017,4.92,0.1,0,0,73,56
5/27/2017,3.13,0,0,0,71,59
5/28/2017,4.47,0,0,0,71,58
5/29/2017,5.14,0.13,0,0,61,56
5/30/2017,2.68,0.06,0,0,60,55
5/31/2017,2.46,0.03,0,0,75,58
6/1/2017,3.8,0,0,0,79,59
6/2/2017,4.47,0.01,0,0,76,57
6/3/2017,3.58,0.01,0,0,73,55
6/4/2017,2.24,0.09,0,0,70,56
6/5/2017,4.92,0.02,0,0,67,58
6/6/2017,7.16,0.06,0,0,58,52
6/7/2017,3.36,0,0,0,67,51
6/8/2017,3.8,0,0,0,69,55
6/9/2017,4.7,0,0,0,80,53
6/10/2017,3.58,0,0,0,85,66
6/11/2017,5.14,0,0,0,90,72
6/12/2017,3.8,0,0,0,93,76
6/13/2017,3.13,0,0,0,94,77
6/14/2017,4.7,0.29,0,0,84,69
6/15/2017,4.25,0,0,0,76,64
6/16/2017,5.14,0,0,0,68,63
6/17/2017,2.24,1.39,0,0,74,66
6/18/2017,3.58,0,0,0,85,70
6/19/2017,3.8,1.35,0,0,88,70
6/20/2017,5.14,0.03,0,0,83,71
6/21/2017,4.7,0,0,0,83,71
6/22/2017,2.24,0,0,0,83,68
6/23/2017,4.92,0.04,0,0,83,76
6/24/2017,5.37,1.29,0,0,84,71
6/25/2017,2.46,0,0,0,83,68
6/26/2017,3.13,0,0,0,79,64
6/27/2017,3.58,0.18,0,0,77,60
6/28/2017,4.92,0,0,0,78,61
6/29/2017,5.37,0,0,0,82,68
6/30/2017,5.82,0,0,0,88,73
7/1/2017,4.03,0.23,0,0,85,71
7/2/2017,4.92,0,0,0,87,72
7/3/2017,1.79,0.45,0,0,88,71
7/4/2017,2.68,0,0,0,85,70
7/5/2017,4.92,0,0,0,85,70
7/6/2017,3.58,0,0,0,77,71
7/7/2017,5.37,1.78,0,0,80,68
7/8/2017,3.36,0,0,0,84,69
7/9/2017,3.58,0,0,0,81,67
7/10/2017,3.36,0,0,0,84,68
7/11/2017,3.13,0,0,0,85,75
7/12/2017,5.14,0,0,0,88,77
7/13/2017,4.92,0,0,0,90,73
7/14/2017,4.7,0.35,0,0,73,65
7/15/2017,3.36,0,0,0,84,68
7/16/2017,2.68,0,0,0,87,68
7/17/2017,2.68,0,0,0,85,73
7/18/2017,2.91,0,0,0,88,73
7/19/2017,3.13,0,0,0,92,77
7/20/2017,2.91,0.01,0,0,94,77
7/21/2017,3.8,0,0,0,92,76
7/22/2017,2.46,0.57,0,0,92,71
7/23/2017,2.68,0.06,0,0,79,71
7/24/2017,6.71,0.74,0,0,73,63
7/25/2017,5.14,0,0,0,71,62
7/26/2017,3.8,0,0,0,77,65
7/27/2017,2.46,0,0,0,78,65
7/28/2017,2.91,0,0,0,85,71
7/29/2017,9.4,0,0,0,77,67
7/30/2017,4.25,0,0,0,82,64
7/31/2017,2.01,0,0,0,88,66
8/1/2017,2.68,0,0,0,92,71
8/2/2017,1.57,0.09,0,0,86,69
8/3/2017,1.79,0,0,0,87,68
8/4/2017,4.25,0.15,0,0,84,69
8/5/2017,4.47,0.3,0,0,78,69
8/6/2017,3.8,0,0,0,76,64
8/7/2017,2.46,0.76,0,0,71,64
8/8/2017,2.91,0,0,0,78,65
8/9/2017,1.34,0,0,0,85,64
8/10/2017,2.24,0,0,0,83,68
8/11/2017,2.68,0,0,0,82,69
8/12/2017,3.36,0.11,0,0,77,64
8/13/2017,3.8,0,0,0,83,71
8/14/2017,2.24,0,0,0,80,70
8/15/2017,1.12,0.45,0,0,74,68
8/16/2017,2.24,0,0,0,87,70
8/17/2017,3.13,0,0,0,83,69
8/18/2017,3.36,0.88,0,0,82,73
8/19/2017,2.91,0,0,0,86,73
8/20/2017,4.47,0,0,0,81,69
8/21/2017,3.36,0,0,0,87,71
8/22/2017,5.14,0.3,0,0,89,72
8/23/2017,4.03,0,0,0,81,70
8/24/2017,3.13,0,0,0,80,65
8/25/2017,2.46,0,0,0,78,63
8/26/2017,3.8,0,0,0,78,62
8/27/2017,4.47,0,0,0,78,63
8/28/2017,6.26,0,0,0,76,63
8/29/2017,8.05,0.29,0,0,68,61
8/30/2017,5.14,0.01,0,0,78,60
8/31/2017,3.8,0,0,0,81,64
9/1/2017,4.92,0,0,0,71,55
9/2/2017,5.59,0.53,0,0,68,54
9/3/2017,5.59,0.74,0,0,69,59
9/4/2017,4.7,0,0,0,80,61
9/5/2017,3.13,0,0,0,85,69
9/6/2017,3.8,0.42,0,0,72,61
9/7/2017,4.92,0.01,0,0,71,59
9/8/2017,3.8,0,0,0,71,58
9/9/2017,4.03,0,0,0,70,55
9/10/2017,5.82,0,0,0,72,57
9/11/2017,2.01,0,0,0,76,55
9/12/2017,1.34,0,0,0,78,59
9/13/2017,2.46,0.06,0,0,83,64
9/14/2017,2.24,0.02,0,0,81,70
9/15/2017,1.57,0,0,0,81,67
9/16/2017,2.91,0,0,0,82,70
9/17/2017,2.68,0,0,0,81,68
9/18/2017,6.93,0,0,0,73,68
9/19/2017,9.84,0.22,0,0,78,69
9/20/2017,6.26,0,0,0,79,71
9/21/2017,5.59,0,0,0,80,71
9/22/2017,7.16,0,0,0,82,66
9/23/2017,4.7,0,0,0,87,68
9/24/2017,1.57,0,0,0,91,69
9/25/2017,2.91,0,0,0,88,70
9/26/2017,2.01,0,0,0,84,68
9/27/2017,3.8,0,0,0,87,69
9/28/2017,5.82,0,0,0,79,59
9/29/2017,2.46,0,0,0,68,55
9/30/2017,6.26,0,0,0,66,54
10/1/2017,,0,0,0,68,50
